"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover ₹  ","No. of Trades  ","Deliverable Qty  ","% Dly Qt to Traded Qty  "
"KOTAKBANK","EQ","08-Apr-2025","2,037.85","2,062.45","2,079.90","2,038.00","2,058.00","2,055.15","2,055.65","40,94,339","8,41,65,31,029.20","1,47,239","24,48,594","59.80"
"KOTAKBANK","EQ","09-Apr-2025","2,055.15","2,054.00","2,065.00","2,042.10","2,058.00","2,052.70","2,056.16","39,19,578","8,05,92,83,864.00","1,78,642","26,44,850","67.48"
"KOTAKBANK","EQ","11-Apr-2025","2,052.70","2,065.00","2,139.50","2,058.50","2,109.85","2,111.20","2,112.97","55,94,689","11,82,13,91,565.50","1,72,272","37,70,835","67.40"
"KOTAKBANK","EQ","15-Apr-2025","2,111.20","2,145.00","2,147.00","2,099.60","2,124.00","2,120.20","2,117.60","56,35,664","11,93,40,62,579.30","1,52,731","38,11,548","67.63"
"KOTAKBANK","EQ","16-Apr-2025","2,120.20","2,120.00","2,151.60","2,113.30","2,121.60","2,123.40","2,126.56","28,99,779","6,16,65,51,677.30","1,57,692","18,08,270","62.36"
"KOTAKBANK","EQ","17-Apr-2025","2,123.40","2,115.00","2,193.90","2,097.70","2,185.10","2,188.10","2,156.50","53,88,632","11,62,06,11,762.30","2,26,452","33,18,530","61.58"
"KOTAKBANK","EQ","21-Apr-2025","2,188.10","2,195.00","2,261.20","2,175.40","2,248.70","2,241.40","2,233.48","48,86,498","10,91,38,96,073.50","2,25,372","31,29,368","64.04"
"KOTAKBANK","EQ","22-Apr-2025","2,241.40","2,249.00","2,301.90","2,245.40","2,265.00","2,268.80","2,281.09","67,32,983","15,35,85,15,073.00","1,84,168","46,35,792","68.85"
"KOTAKBANK","EQ","23-Apr-2025","2,268.80","2,285.00","2,290.00","2,220.00","2,221.40","2,227.00","2,240.21","35,23,879","7,89,42,34,352.40","1,27,032","24,58,197","69.76"
"KOTAKBANK","EQ","24-Apr-2025","2,227.00","2,218.00","2,237.90","2,213.70","2,218.10","2,223.00","2,226.32","41,68,537","9,28,05,09,280.70","1,27,119","26,44,360","63.44"
"KOTAKBANK","EQ","25-Apr-2025","2,223.00","2,220.00","2,233.40","2,178.20","2,196.60","2,204.40","2,199.67","21,36,003","4,69,84,91,084.20","1,02,382","12,38,134","57.96"
"KOTAKBANK","EQ","28-Apr-2025","2,204.40","2,197.00","2,231.80","2,189.40","2,222.20","2,225.60","2,223.61","24,38,178","5,42,15,57,256.30","1,35,201","14,96,152","61.36"
"KOTAKBANK","EQ","29-Apr-2025","2,225.60","2,225.60","2,247.00","2,198.80","2,202.10","2,205.00","2,219.34","30,58,265","6,78,73,25,662.80","1,15,735","18,02,742","58.95"
"KOTAKBANK","EQ","30-Apr-2025","2,205.00","2,213.90","2,231.00","2,188.20","2,202.00","2,208.10","2,213.18","46,22,917","10,23,13,62,749.40","1,67,166","30,08,971","65.09"
"KOTAKBANK","EQ","02-May-2025","2,208.10","2,204.00","2,223.60","2,171.20","2,180.10","2,185.20","2,191.92","26,79,156","5,87,25,03,958.20","1,52,876","18,27,323","68.21"
"KOTAKBANK","EQ","05-May-2025","2,185.20","2,105.10","2,133.80","2,058.00","2,085.00","2,084.90","2,084.11","88,21,617","18,38,52,32,759.80","3,96,921","46,01,629","52.16"
"KOTAKBANK","EQ","06-May-2025","2,084.90","2,086.00","2,091.40","2,065.00","2,070.00","2,074.00","2,073.44","34,05,097","7,06,02,62,954.30","1,52,782","25,00,690","73.44"
"KOTAKBANK","EQ","07-May-2025","2,074.00","2,063.70","2,101.80","2,054.50","2,100.00","2,094.90","2,082.59","37,39,456","7,78,77,61,747.40","1,51,407","28,19,147","75.39"
"KOTAKBANK","EQ","08-May-2025","2,094.90","2,099.00","2,138.70","2,094.90","2,106.20","2,112.60","2,117.04","69,24,871","14,66,02,06,437.20","2,47,991","48,99,386","70.75"
"KOTAKBANK","EQ","09-May-2025","2,112.60","2,075.00","2,120.00","2,075.00","2,106.60","2,103.10","2,102.27","46,54,300","9,78,45,80,066.80","1,00,815","27,85,775","59.85"
"KOTAKBANK","EQ","12-May-2025","2,103.10","2,134.00","2,163.60","2,126.10","2,143.00","2,145.00","2,147.90","30,21,874","6,49,06,87,308.50","1,50,244","20,86,867","69.06"
"KOTAKBANK","EQ","13-May-2025","2,145.00","2,135.00","2,146.10","2,101.10","2,119.00","2,115.60","2,112.50","43,07,824","9,10,02,90,325.20","1,60,711","28,53,755","66.25"
"KOTAKBANK","EQ","14-May-2025","2,115.60","2,111.00","2,119.90","2,084.00","2,091.90","2,092.40","2,098.93","21,37,594","4,48,66,68,237.30","1,33,616","12,78,396","59.81"
"KOTAKBANK","EQ","15-May-2025","2,092.40","2,085.10","2,112.00","2,065.40","2,101.60","2,106.40","2,088.88","42,62,359","8,90,35,49,720.40","1,58,406","21,13,388","49.58"
"KOTAKBANK","EQ","16-May-2025","2,106.40","2,099.90","2,114.90","2,090.10","2,109.80","2,108.20","2,102.75","20,57,908","4,32,72,58,232.20","1,36,716","13,45,339","65.37"
"KOTAKBANK","EQ","19-May-2025","2,108.20","2,102.00","2,124.00","2,100.40","2,110.00","2,111.20","2,113.10","15,05,704","3,18,17,07,246.10","74,401","8,73,450","58.01"
"KOTAKBANK","EQ","20-May-2025","2,111.20","2,114.80","2,117.90","2,084.70","2,095.50","2,090.10","2,096.69","39,09,098","8,19,61,84,704.60","1,08,787","26,72,071","68.36"
"KOTAKBANK","EQ","21-May-2025","2,090.10","2,095.00","2,096.30","2,060.00","2,072.50","2,071.30","2,075.93","21,41,740","4,44,61,04,290.80","92,311","12,08,646","56.43"
"KOTAKBANK","EQ","22-May-2025","2,071.30","2,074.00","2,077.60","2,050.70","2,073.00","2,065.80","2,060.26","32,89,328","6,77,68,86,431.90","1,24,898","21,41,340","65.10"
"KOTAKBANK","EQ","23-May-2025","2,065.80","2,065.80","2,109.30","2,065.80","2,101.00","2,100.80","2,092.87","16,50,953","3,45,52,26,380.70","84,436","9,67,218","58.59"
"KOTAKBANK","EQ","26-May-2025","2,100.80","2,090.10","2,112.00","2,085.10","2,090.00","2,089.30","2,094.01","20,40,285","4,27,23,68,815.30","1,05,239","12,40,691","60.81"
"KOTAKBANK","EQ","27-May-2025","2,089.30","2,090.00","2,099.00","2,061.20","2,075.00","2,077.40","2,075.40","34,59,940","7,18,07,70,045.40","1,71,852","18,88,039","54.57"
"KOTAKBANK","EQ","28-May-2025","2,077.40","2,075.00","2,080.40","2,063.40","2,075.80","2,074.30","2,071.12","16,34,636","3,38,55,27,423.40","1,29,774","7,96,992","48.76"
"KOTAKBANK","EQ","29-May-2025","2,074.30","2,077.30","2,096.00","2,055.00","2,095.50","2,081.60","2,072.12","49,87,382","10,33,44,77,440.30","2,15,480","22,98,490","46.09"
"KOTAKBANK","EQ","30-May-2025","2,081.60","2,081.60","2,090.20","2,065.50","2,077.30","2,074.70","2,073.92","98,07,728","20,34,04,39,031.70","1,49,470","71,78,219","73.19"
"KOTAKBANK","EQ","02-Jun-2025","2,074.70","2,067.00","2,075.80","2,051.20","2,061.20","2,063.60","2,063.23","27,01,140","5,57,30,62,627.30","1,00,334","19,29,044","71.42"
"KOTAKBANK","EQ","03-Jun-2025","2,063.60","2,070.00","2,075.80","2,034.20","2,041.00","2,044.50","2,046.71","64,63,818","13,22,95,44,700.90","1,46,118","48,10,316","74.42"
"KOTAKBANK","EQ","04-Jun-2025","2,044.50","2,047.10","2,058.50","2,040.80","2,050.00","2,046.30","2,049.35","23,31,114","4,77,72,63,462.60","75,351","18,36,122","78.77"
"KOTAKBANK","EQ","05-Jun-2025","2,046.30","2,054.80","2,056.40","2,034.20","2,038.70","2,039.90","2,043.06","37,25,332","7,61,10,88,825.70","1,26,179","23,44,269","62.93"
"KOTAKBANK","EQ","06-Jun-2025","2,039.90","2,043.90","2,084.90","2,033.80","2,072.00","2,073.40","2,063.76","44,24,324","9,13,07,23,828.40","1,28,807","29,79,611","67.35"
"KOTAKBANK","EQ","09-Jun-2025","2,073.40","2,111.00","2,142.40","2,090.00","2,140.80","2,138.20","2,129.81","57,79,088","12,30,83,78,383.50","1,13,678","39,18,310","67.80"
"KOTAKBANK","EQ","10-Jun-2025","2,138.20","2,146.70","2,172.90","2,138.20","2,148.00","2,151.10","2,155.97","49,15,742","10,59,81,88,434.40","1,08,007","35,33,255","71.88"
"KOTAKBANK","EQ","11-Jun-2025","2,151.10","2,149.00","2,160.70","2,133.00","2,148.50","2,145.30","2,148.07","17,82,061","3,82,79,86,707.50","55,961","11,29,133","63.36"
"KOTAKBANK","EQ","12-Jun-2025","2,145.30","2,145.30","2,148.80","2,122.20","2,122.20","2,126.80","2,130.51","29,78,172","6,34,50,24,693.10","95,131","17,90,949","60.14"
"KOTAKBANK","EQ","13-Jun-2025","2,126.80","2,072.00","2,122.00","2,072.00","2,106.00","2,107.40","2,100.01","44,67,274","9,38,13,32,589.60","1,13,311","29,77,268","66.65"
"KOTAKBANK","EQ","16-Jun-2025","2,107.40","2,107.90","2,144.70","2,088.80","2,138.00","2,139.00","2,130.30","29,41,596","6,26,64,95,870.30","1,04,591","19,97,894","67.92"
"KOTAKBANK","EQ","17-Jun-2025","2,139.00","2,139.00","2,155.80","2,130.20","2,137.00","2,136.80","2,139.67","31,08,300","6,65,07,23,482.60","1,06,198","21,94,689","70.61"
"KOTAKBANK","EQ","18-Jun-2025","2,136.80","2,125.00","2,137.40","2,108.70","2,134.90","2,132.40","2,124.20","39,00,651","8,28,57,78,309.20","1,19,789","27,25,729","69.88"
"KOTAKBANK","EQ","19-Jun-2025","2,132.40","2,139.50","2,154.70","2,133.10","2,143.10","2,146.40","2,147.87","34,05,199","7,31,39,25,306.50","1,15,960","21,68,994","63.70"
"KOTAKBANK","EQ","20-Jun-2025","2,146.40","2,145.00","2,176.00","2,131.30","2,170.90","2,169.80","2,162.11","33,72,636","7,29,19,95,294.50","98,935","23,84,250","70.69"
"KOTAKBANK","EQ","23-Jun-2025","2,169.80","2,158.10","2,189.70","2,151.20","2,177.80","2,184.10","2,174.42","17,20,614","3,74,13,38,164.90","90,186","11,54,463","67.10"
"KOTAKBANK","EQ","24-Jun-2025","2,184.10","2,208.00","2,233.60","2,191.40","2,219.80","2,223.60","2,218.15","56,04,520","12,43,16,88,382.70","1,72,294","36,40,132","64.95"
"KOTAKBANK","EQ","25-Jun-2025","2,223.60","2,223.00","2,223.60","2,191.00","2,195.00","2,198.30","2,206.13","35,75,429","7,88,78,65,688.70","1,33,339","24,25,995","67.85"
"KOTAKBANK","EQ","26-Jun-2025","2,198.30","2,202.40","2,210.00","2,180.00","2,202.00","2,203.90","2,196.16","56,70,127","12,45,25,29,994.00","1,85,515","32,91,248","58.05"
"KOTAKBANK","EQ","27-Jun-2025","2,203.90","2,210.00","2,217.30","2,182.60","2,201.00","2,207.90","2,202.84","96,49,439","21,25,61,31,132.20","1,54,539","77,80,937","80.64"
"KOTAKBANK","EQ","30-Jun-2025","2,207.90","2,207.90","2,209.00","2,154.50","2,160.00","2,163.50","2,172.60","37,27,657","8,09,87,24,539.40","1,51,761","28,74,103","77.10"
"KOTAKBANK","EQ","01-Jul-2025","2,163.50","2,163.50","2,186.50","2,159.30","2,182.00","2,183.60","2,176.38","40,25,754","8,76,15,73,877.20","98,051","29,82,386","74.08"
"KOTAKBANK","EQ","02-Jul-2025","2,183.60","2,185.00","2,197.20","2,161.00","2,164.50","2,169.10","2,178.66","18,76,511","4,08,82,73,845.60","74,220","12,19,076","64.97"
"KOTAKBANK","EQ","03-Jul-2025","2,169.10","2,139.10","2,151.90","2,121.90","2,125.00","2,126.60","2,135.12","46,67,399","9,96,54,74,546.20","1,58,196","31,37,220","67.22"
"KOTAKBANK","EQ","04-Jul-2025","2,126.60","2,124.00","2,137.30","2,111.00","2,130.00","2,129.80","2,121.87","16,86,215","3,57,79,23,956.60","70,200","11,94,639","70.85"
"KOTAKBANK","EQ","07-Jul-2025","2,129.80","2,130.00","2,156.80","2,121.80","2,150.00","2,149.80","2,141.11","21,70,585","4,64,74,53,071.40","1,03,317","15,90,525","73.28"
"KOTAKBANK","EQ","08-Jul-2025","2,149.80","2,185.00","2,241.50","2,176.20","2,223.90","2,224.50","2,222.87","75,26,291","16,72,99,79,560.40","2,15,408","37,00,227","49.16"
"KOTAKBANK","EQ","09-Jul-2025","2,224.50","2,217.00","2,234.10","2,214.00","2,225.80","2,229.30","2,223.90","20,20,902","4,49,42,77,838.50","85,935","13,95,086","69.03"
"KOTAKBANK","EQ","10-Jul-2025","2,229.30","2,229.10","2,242.70","2,186.90","2,216.90","2,203.80","2,208.95","57,21,813","12,63,91,83,353.20","61,383","49,13,234","85.87"
"KOTAKBANK","EQ","11-Jul-2025","2,203.80","2,201.80","2,225.00","2,198.60","2,216.00","2,220.60","2,213.96","26,79,166","5,93,15,66,661.00","81,654","18,26,808","68.19"
"KOTAKBANK","EQ","14-Jul-2025","2,220.60","2,223.90","2,227.00","2,197.30","2,206.60","2,203.80","2,207.92","23,95,337","5,28,87,07,256.30","71,299","18,27,627","76.30"
"KOTAKBANK","EQ","15-Jul-2025","2,203.80","2,210.00","2,233.60","2,181.90","2,188.10","2,188.10","2,208.82","29,74,143","6,56,93,52,786.40","1,03,884","20,28,561","68.21"
"KOTAKBANK","EQ","16-Jul-2025","2,188.10","2,184.10","2,190.00","2,156.00","2,178.90","2,179.40","2,176.72","22,87,703","4,97,96,91,411.70","1,27,771","15,44,892","67.53"
"KOTAKBANK","EQ","17-Jul-2025","2,179.40","2,175.00","2,191.70","2,166.70","2,172.80","2,170.80","2,173.59","21,79,561","4,73,74,62,085.00","73,161","14,82,839","68.03"
"KOTAKBANK","EQ","18-Jul-2025","2,170.80","2,167.60","2,168.00","2,131.00","2,132.00","2,140.50","2,142.89","25,66,543","5,49,98,25,900.20","95,801","16,97,440","66.14"
"KOTAKBANK","EQ","21-Jul-2025","2,140.50","2,138.10","2,167.60","2,130.20","2,164.50","2,165.20","2,158.58","18,27,099","3,94,39,42,172.40","1,03,601","12,73,300","69.69"
"KOTAKBANK","EQ","22-Jul-2025","2,165.20","2,172.00","2,175.00","2,145.00","2,160.20","2,160.20","2,155.34","15,64,562","3,37,21,70,187.70","81,409","10,39,528","66.44"
"KOTAKBANK","EQ","23-Jul-2025","2,160.20","2,171.00","2,179.80","2,156.20","2,165.40","2,170.40","2,169.20","27,90,541","6,05,32,31,809.80","94,781","21,90,026","78.48"
"KOTAKBANK","EQ","24-Jul-2025","2,170.40","2,165.40","2,171.80","2,140.00","2,143.00","2,142.10","2,147.77","20,58,400","4,42,09,71,711.50","83,014","14,02,675","68.14"
"KOTAKBANK","EQ","25-Jul-2025","2,142.10","2,139.10","2,149.90","2,118.30","2,121.20","2,124.60","2,127.28","17,45,475","3,71,31,19,465.40","78,508","11,90,858","68.23"
"KOTAKBANK","EQ","28-Jul-2025","2,124.60","2,025.30","2,055.30","1,960.00","1,968.70","1,966.60","1,987.22","1,38,24,699","27,47,27,70,046.40","5,12,656","83,95,322","60.73"
"KOTAKBANK","EQ","29-Jul-2025","1,966.60","1,967.00","1,979.70","1,953.00","1,970.20","1,972.70","1,964.82","50,43,934","9,91,04,43,940.70","1,38,864","32,42,963","64.29"
"KOTAKBANK","EQ","30-Jul-2025","1,972.70","1,966.10","1,980.90","1,957.00","1,959.20","1,959.70","1,965.97","35,89,991","7,05,78,21,185.50","1,40,088","26,47,294","73.74"
"KOTAKBANK","EQ","31-Jul-2025","1,959.70","1,941.20","1,998.60","1,935.00","1,980.00","1,978.60","1,966.61","43,03,918","8,46,41,40,289.00","1,60,167","25,13,111","58.39"
"KOTAKBANK","EQ","01-Aug-2025","1,978.60","1,983.00","2,007.00","1,972.10","1,995.90","1,992.40","1,994.29","26,72,373","5,32,94,83,556.70","1,26,548","17,90,401","67.00"
"KOTAKBANK","EQ","04-Aug-2025","1,992.40","1,987.00","2,007.00","1,982.10","1,996.10","1,997.00","1,996.26","15,43,261","3,08,07,52,088.20","75,232","10,58,341","68.58"
"KOTAKBANK","EQ","05-Aug-2025","1,997.00","2,008.00","2,008.00","1,994.80","2,004.00","2,003.00","2,001.29","24,21,332","4,84,57,86,895.30","1,32,422","16,82,857","69.50"
"KOTAKBANK","EQ","06-Aug-2025","2,003.00","2,003.00","2,025.60","1,992.70","2,003.90","2,002.40","2,006.48","26,62,279","5,34,18,00,564.10","1,29,508","18,44,469","69.28"
"KOTAKBANK","EQ","07-Aug-2025","2,002.40","1,981.00","1,995.50","1,965.00","1,994.20","1,992.10","1,970.01","1,45,52,199","28,66,79,13,795.90","1,26,303","1,18,89,232","81.70"
"KOTAKBANK","EQ","08-Aug-2025","1,992.10","1,993.90","1,999.50","1,948.20","1,955.00","1,952.70","1,964.00","21,85,729","4,29,27,65,627.20","82,472","15,76,455","72.12"
"KOTAKBANK","EQ","11-Aug-2025","1,952.70","1,964.00","2,024.00","1,956.40","1,963.10","1,975.90","1,967.84","22,02,513","4,33,41,87,936.70","1,13,496","14,58,389","66.21"
"KOTAKBANK","EQ","12-Aug-2025","1,975.90","1,975.00","1,985.90","1,956.40","1,959.40","1,959.00","1,966.62","15,77,824","3,10,29,76,536.80","98,842","9,55,030","60.53"
"KOTAKBANK","EQ","13-Aug-2025","1,959.00","1,968.00","1,996.30","1,962.20","1,988.70","1,987.70","1,984.79","27,46,733","5,45,16,86,438.80","89,628","19,84,376","72.24"
"KOTAKBANK","EQ","14-Aug-2025","1,987.70","1,988.00","1,993.50","1,975.50","1,980.00","1,978.20","1,982.92","19,84,593","3,93,52,92,729.80","87,181","13,59,198","68.49"
"KOTAKBANK","EQ","18-Aug-2025","1,978.20","1,997.90","2,026.00","1,997.10","2,000.00","2,001.40","2,008.70","43,03,944","8,64,53,37,284.10","1,66,005","31,77,570","73.83"
"KOTAKBANK","EQ","19-Aug-2025","2,001.40","1,994.00","2,032.50","1,992.50","2,027.30","2,029.90","2,022.85","31,11,769","6,29,46,45,526.50","1,27,904","21,59,123","69.39"
"KOTAKBANK","EQ","20-Aug-2025","2,029.90","2,020.50","2,024.20","2,005.50","2,019.50","2,017.50","2,017.30","26,26,941","5,29,93,28,039.00","1,01,944","20,75,135","78.99"
"KOTAKBANK","EQ","21-Aug-2025","2,017.50","2,039.00","2,039.00","2,012.90","2,019.00","2,017.80","2,021.04","28,98,787","5,85,85,53,059.90","1,07,219","20,37,967","70.30"
"KOTAKBANK","EQ","22-Aug-2025","2,017.80","2,010.20","2,018.60","1,980.20","1,983.30","1,986.60","1,993.39","17,91,693","3,57,15,34,944.10","93,202","11,87,856","66.30"
"KOTAKBANK","EQ","25-Aug-2025","1,986.60","1,987.00","1,998.80","1,976.70","1,982.90","1,983.30","1,982.37","23,69,815","4,69,78,56,454.90","94,729","18,53,876","78.23"
"KOTAKBANK","EQ","26-Aug-2025","1,983.30","1,978.00","1,983.90","1,961.20","1,966.00","1,965.70","1,967.71","37,10,138","7,30,04,81,797.30","1,31,652","24,37,595","65.70"
"KOTAKBANK","EQ","28-Aug-2025","1,965.70","1,955.00","1,968.00","1,941.10","1,947.90","1,944.70","1,951.19","35,97,940","7,02,02,59,864.00","2,16,918","24,46,148","67.99"
"KOTAKBANK","EQ","29-Aug-2025","1,944.70","1,950.20","1,984.90","1,950.20","1,959.20","1,960.30","1,966.49","30,74,358","6,04,56,92,871.60","1,12,796","21,21,120","68.99"
"KOTAKBANK","BL","29-Aug-2025","1,869.00","1,944.70","1,944.70","1,944.70","1,944.70","1,944.70","1,944.70","1,75,693","34,16,70,177.10","1","-","-"
"KOTAKBANK","EQ","01-Sep-2025","1,960.30","1,960.30","1,972.80","1,955.20","1,965.10","1,968.60","1,964.42","15,78,322","3,10,04,81,920.20","89,412","11,43,978","72.48"
"KOTAKBANK","BL","01-Sep-2025","1,944.70","1,960.30","1,960.30","1,960.30","1,960.30","1,960.30","1,960.30","4,91,903","96,42,77,450.90","1","-","-"
"KOTAKBANK","EQ","02-Sep-2025","1,968.60","1,966.00","1,975.20","1,940.40","1,944.90","1,942.50","1,952.52","25,83,419","5,04,41,66,511.60","1,27,240","19,06,551","73.80"
"KOTAKBANK","EQ","03-Sep-2025","1,942.50","1,944.00","1,963.80","1,931.10","1,962.30","1,960.20","1,946.64","40,07,454","7,80,10,64,883.90","1,47,747","29,41,954","73.41"
"KOTAKBANK","BL","03-Sep-2025","1,960.30","1,942.50","1,942.50","1,942.50","1,942.50","1,942.50","1,942.50","4,35,762","84,64,67,685.00","1","-","-"
"KOTAKBANK","EQ","04-Sep-2025","1,960.20","1,961.00","1,971.70","1,946.50","1,947.00","1,949.70","1,954.90","18,91,459","3,69,76,14,569.40","1,07,220","12,07,310","63.83"
"KOTAKBANK","BL","04-Sep-2025","1,942.50","1,960.20","1,960.20","1,960.20","1,960.20","1,960.20","1,960.20","3,17,055","62,14,91,211.00","1","-","-"
"KOTAKBANK","EQ","05-Sep-2025","1,949.70","1,949.70","1,957.30","1,937.10","1,939.50","1,945.50","1,946.61","19,81,252","3,85,67,33,879.40","98,539","14,17,439","71.54"
"KOTAKBANK","EQ","08-Sep-2025","1,945.50","1,942.50","1,961.50","1,931.50","1,947.90","1,950.10","1,945.23","25,05,558","4,87,38,84,399.50","92,056","16,83,461","67.19"
"KOTAKBANK","EQ","09-Sep-2025","1,950.10","1,956.00","1,965.90","1,939.80","1,960.40","1,960.40","1,953.25","31,74,784","6,20,11,55,219.90","93,855","18,54,366","58.41"
"KOTAKBANK","EQ","10-Sep-2025","1,960.40","1,984.90","1,988.90","1,965.80","1,972.90","1,973.30","1,976.77","85,20,902","16,84,38,66,751.20","1,62,741","49,89,323","58.55"
"KOTAKBANK","BL","10-Sep-2025","1,960.20","1,940.80","1,940.80","1,940.80","1,940.80","1,940.80","1,940.80","3,22,34,820","62,56,13,38,656.00","73","-","-"
"KOTAKBANK","EQ","11-Sep-2025","1,973.30","1,977.00","1,985.00","1,963.30","1,969.90","1,972.30","1,974.42","23,63,267","4,66,60,81,410.30","94,734","16,31,365","69.03"
"KOTAKBANK","BL","11-Sep-2025","1,940.80","1,981.00","1,981.00","1,981.00","1,981.00","1,981.00","1,981.00","5,97,227","1,18,31,06,687.00","1","-","-"
"KOTAKBANK","BL","12-Sep-2025","1,981.00","1,972.30","1,972.30","1,972.30","1,972.30","1,972.30","1,972.30","4,72,450","93,18,13,135.00","1","-","-"
"KOTAKBANK","EQ","12-Sep-2025","1,972.30","1,973.20","1,985.00","1,966.00","1,974.70","1,972.30","1,975.37","36,15,457","7,14,18,79,436.50","1,15,326","30,00,114","82.98"
"KOTAKBANK","EQ","15-Sep-2025","1,972.30","1,968.00","1,981.60","1,964.90","1,970.00","1,970.80","1,971.67","26,19,626","5,16,50,40,976.50","1,31,673","21,26,703","81.18"
"KOTAKBANK","EQ","16-Sep-2025","1,970.80","1,976.40","2,030.50","1,973.20","2,023.50","2,021.70","2,014.63","40,16,877","8,09,25,11,190.70","1,59,020","25,77,644","64.17"
"KOTAKBANK","EQ","17-Sep-2025","2,021.70","2,029.00","2,052.70","2,020.30","2,051.00","2,050.30","2,043.32","47,83,438","9,77,40,81,395.70","1,55,681","37,01,523","77.38"
"KOTAKBANK","EQ","18-Sep-2025","2,050.30","2,050.00","2,061.30","2,042.20","2,055.00","2,054.60","2,053.56","34,84,116","7,15,48,26,484.30","1,46,963","25,79,187","74.03"
"KOTAKBANK","EQ","19-Sep-2025","2,054.60","2,054.60","2,054.60","2,027.40","2,038.80","2,031.00","2,034.40","44,86,225","9,12,67,63,894.30","88,819","35,35,842","78.82"
"KOTAKBANK","EQ","22-Sep-2025","2,031.00","2,032.00","2,039.60","2,017.40","2,020.10","2,021.70","2,030.97","26,45,982","5,37,39,02,153.90","75,416","20,46,858","77.36"
"KOTAKBANK","EQ","23-Sep-2025","2,021.70","2,023.00","2,053.10","2,008.40","2,052.00","2,047.70","2,034.61","50,85,648","10,34,72,90,910.70","1,28,377","36,29,028","71.36"
"KOTAKBANK","EQ","24-Sep-2025","2,047.70","2,042.00","2,048.10","2,029.00","2,032.00","2,031.30","2,037.26","36,78,877","7,49,48,34,078.00","1,22,640","29,00,304","78.84"
"KOTAKBANK","EQ","25-Sep-2025","2,031.30","2,032.30","2,037.50","2,010.00","2,014.80","2,013.50","2,019.65","40,07,855","8,09,44,74,522.70","1,20,464","28,34,310","70.72"
"KOTAKBANK","BL","26-Sep-2025","1,972.30","2,013.50","2,013.50","2,013.50","2,013.50","2,013.50","2,013.50","1,16,911","23,54,00,298.50","1","-","-"
"KOTAKBANK","EQ","26-Sep-2025","2,013.50","2,009.00","2,019.20","1,989.10","1,993.60","1,994.80","1,997.34","19,19,165","3,83,32,24,500.90","88,645","12,92,988","67.37"
"KOTAKBANK","EQ","29-Sep-2025","1,994.80","1,995.90","2,003.70","1,970.30","1,981.80","1,991.60","1,988.76","53,06,102","10,55,25,66,643.00","1,44,901","40,60,247","76.52"
"KOTAKBANK","EQ","30-Sep-2025","1,991.60","2,004.00","2,015.00","1,986.10","1,996.00","1,992.70","1,995.99","58,61,937","11,70,03,96,376.20","1,26,531","36,87,362","62.90"
"KOTAKBANK","EQ","01-Oct-2025","1,992.70","1,986.00","2,072.00","1,986.00","2,067.70","2,063.30","2,047.71","61,15,951","12,52,36,95,591.30","1,46,268","40,95,054","66.96"
"KOTAKBANK","EQ","03-Oct-2025","2,063.30","2,063.30","2,108.00","2,062.00","2,108.00","2,100.50","2,093.36","47,35,930","9,91,40,26,508.60","1,82,132","33,33,149","70.38"